P1	Elphinstone Road --> Bandra
P13719	Panvel --> Vashi
P13720	Sewri --> Reay Road
P13721	Seawoods-Darave --> Wadala Road
P13722	Sewri --> Juinagar
P13723	Sandhurst Road --> Kurla
P13724	Wadala Road --> Chembur
P13725	Chhatrapati Shivaji Terminus --> Wadala Road
P13726	Seawoods-Darave --> Sewri
P13727	Reay Road --> Wadala Road
P13728	Sanpada --> Khandeshwar
P13729	Sewri --> Nerul
P13730	Mansarovar --> Cotton Green
P13731	Cotton Green --> CBD Belapur
P13732	Panvel --> Mankhurd
P13733	Kurla --> Sanpada
P13734	Wadala Road --> Dockyard Road
P13735	CBD Belapur --> Chhatrapati Shivaji Terminus
P13736	Kurla --> Chhatrapati Shivaji Terminus
P13737	Chembur --> Chunabhatti
P13738	Sandhurst Road --> CBD Belapur
P13739	Seawoods-Darave --> Guru Tegh Bahadur Nagar
P13740	Sandhurst Road --> Chhatrapati Shivaji Terminus
P13741	Khandeshwar --> Tilak Nagar
P13742	Dockyard Road --> Chunabhatti
P13743	Chembur --> Mankhurd
P13744	Govandi --> Mansarovar
P13745	Sanpada --> Vashi
P13746	Tilak Nagar --> Seawoods-Darave
P13747	Khandeshwar --> Chhatrapati Shivaji Terminus
P13748	Govandi --> Reay Road
P13749	Kharghar --> Chhatrapati Shivaji Terminus
P13750	Guru Tegh Bahadur Nagar --> Khandeshwar
P13751	Sandhurst Road --> Chhatrapati Shivaji Terminus
P13752	Tilak Nagar --> Kharghar
P13753	Khandeshwar --> Vashi
P13754	Sanpada --> Juinagar
P13755	Khandeshwar --> Chhatrapati Shivaji Terminus
P13756	Tilak Nagar --> Chembur
P13757	Panvel --> Vashi
P13758	Sewri --> Tilak Nagar
P13759	Chunabhatti --> Chembur
P13760	Kurla --> Mankhurd
P13761	Mansarovar --> Nerul
P13762	Tilak Nagar --> Kharghar
P13763	Mansarovar --> Nerul
P13764	Seawoods-Darave --> Sanpada
P13765	Cotton Green --> Kharghar
P13766	Mansarovar --> Tilak Nagar
P13767	Sewri --> Sandhurst Road
P13768	Govandi --> Cotton Green
P13769	Sanpada --> Kharghar
P13770	CBD Belapur --> Chembur
P13771	Kurla --> Panvel
P13772	Mankhurd --> Khandeshwar
P13773	Chunabhatti --> Panvel
P13774	Govandi --> Sewri
P13775	Tilak Nagar --> Seawoods-Darave
P13776	CBD Belapur --> Guru Tegh Bahadur Nagar
P13777	Dockyard Road --> Vashi
P13778	Mansarovar --> CBD Belapur
P13779	CBD Belapur --> Sanpada
P13780	Cotton Green --> Mansarovar
P13781	CBD Belapur --> Chunabhatti
P13782	Chembur --> Govandi
P13783	Cotton Green --> Sewri
P13784	Chunabhatti --> Sandhurst Road
P13785	Panvel --> Juinagar
P13786	Wadala Road --> Khandeshwar
P13787	Kharghar --> Sandhurst Road
P13788	Kharghar --> CBD Belapur
P13789	Sewri --> Vashi
P13790	Khandeshwar --> Tilak Nagar
P13791	Vashi --> Govandi
P13792	Dockyard Road --> Chunabhatti
P13793	Mansarovar --> Cotton Green
P13794	Khandeshwar --> Mansarovar
P13795	Guru Tegh Bahadur Nagar --> Chunabhatti
P13796	Wadala Road --> Chhatrapati Shivaji Terminus
P13797	Kharghar --> Juinagar
P13798	Wadala Road --> Guru Tegh Bahadur Nagar
P13799	Reay Road --> Mansarovar
P13800	Govandi --> Guru Tegh Bahadur Nagar
P13801	Tilak Nagar --> Panvel
P13802	Chhatrapati Shivaji Terminus --> Guru Tegh Bahadur Nagar
P13803	Guru Tegh Bahadur Nagar --> Dockyard Road
P13804	Mansarovar --> Seawoods-Darave
P13805	Govandi --> Wadala Road
P13806	Kurla --> Guru Tegh Bahadur Nagar
P13807	Sandhurst Road --> Dockyard Road
P13808	Chhatrapati Shivaji Terminus --> Guru Tegh Bahadur Nagar
P13809	Kharghar --> Mansarovar
P13810	Guru Tegh Bahadur Nagar --> Seawoods-Darave
P13811	Chembur --> Chunabhatti
P13812	Govandi --> Wadala Road
P13813	Tilak Nagar --> CBD Belapur
P13814	Reay Road --> Mansarovar
P13815	Chunabhatti --> Tilak Nagar
P13816	Kharghar --> Sandhurst Road
P13817	Kharghar --> Govandi
P13818	Chunabhatti --> Sanpada
P13819	Mankhurd --> Kurla
P13820	Kurla --> Vashi
P13821	Sanpada --> Mansarovar
P13822	Nerul --> Tilak Nagar
P13823	Nerul --> Kharghar
P13824	Reay Road --> Kurla
P13825	Chembur --> Govandi
P13826	Vashi --> Seawoods-Darave
P13827	Kharghar --> Tilak Nagar
P13828	Chunabhatti --> Mansarovar
P13829	Tilak Nagar --> Seawoods-Darave
P13830	Panvel --> Tilak Nagar
P13831	CBD Belapur --> Wadala Road
P13832	Chembur --> Dockyard Road
P13833	Juinagar --> Seawoods-Darave
P13834	Panvel --> Govandi
P13835	Dockyard Road --> Tilak Nagar
P13836	Khandeshwar --> Sewri
P13837	Cotton Green --> Sandhurst Road
P13838	Dockyard Road --> Guru Tegh Bahadur Nagar
P13839	Juinagar --> Panvel
P13840	Panvel --> Mansarovar
P13841	Mansarovar --> Khandeshwar
P13842	Khandeshwar --> Chunabhatti
P13843	Wadala Road --> Nerul
P13844	Khandeshwar --> Kurla
P13845	Khandeshwar --> Juinagar
P13846	Khandeshwar --> Kharghar
P13847	Chhatrapati Shivaji Terminus --> Mankhurd
P13848	Sewri --> Mansarovar
P13849	Chembur --> Mankhurd
P13850	Nerul --> Sandhurst Road
P13851	Dockyard Road --> Reay Road
P13852	Vashi --> CBD Belapur
P13853	Kurla --> Panvel
P13854	Guru Tegh Bahadur Nagar --> Dockyard Road
P13855	CBD Belapur --> Khandeshwar
P13856	Chunabhatti --> Kharghar
P13857	Sandhurst Road --> Vashi
P13858	Govandi --> Seawoods-Darave
P13859	Mansarovar --> Juinagar
P13860	Dockyard Road --> Sanpada
P13861	Govandi --> CBD Belapur
P13862	Tilak Nagar --> Mankhurd
P13863	Dockyard Road --> Kurla
P13864	Wadala Road --> Khandeshwar
P13865	CBD Belapur --> Kharghar
P13866	Chhatrapati Shivaji Terminus --> Sanpada
P13867	Panvel --> Mankhurd
P13868	Sandhurst Road --> Dockyard Road
P13869	Govandi --> Panvel
P13870	Wadala Road --> Mankhurd
P13871	Dockyard Road --> Govandi
P13872	Chhatrapati Shivaji Terminus --> Sandhurst Road
P13873	Cotton Green --> Dockyard Road
P13874	Cotton Green --> Mankhurd
P13875	Chunabhatti --> Dockyard Road
P13876	Guru Tegh Bahadur Nagar --> Sewri
P13877	Khandeshwar --> Sanpada
P13878	Dockyard Road --> Sandhurst Road
P13879	Chembur --> Chhatrapati Shivaji Terminus
P13880	Kurla --> Guru Tegh Bahadur Nagar
P13881	Nerul --> Dockyard Road
P13882	CBD Belapur --> Sanpada
P13883	Chunabhatti --> Juinagar
P13884	Sanpada --> Seawoods-Darave
P13885	Kharghar --> Chhatrapati Shivaji Terminus
P13886	Dockyard Road --> Chunabhatti
P13887	Chhatrapati Shivaji Terminus --> CBD Belapur
P13888	Chhatrapati Shivaji Terminus --> Mansarovar
P13889	Juinagar --> Kharghar
P13890	Govandi --> Vashi
P13891	Govandi --> Tilak Nagar
P13892	Chhatrapati Shivaji Terminus --> Guru Tegh Bahadur Nagar
P13893	Chunabhatti --> Cotton Green
P13894	Mankhurd --> Reay Road
P13895	Chhatrapati Shivaji Terminus --> Juinagar
P13896	Vashi --> Panvel
P13897	Kurla --> Juinagar
P13898	Juinagar --> Chembur
P13899	Chembur --> Seawoods-Darave
P13900	Sandhurst Road --> Vashi
P13901	Dockyard Road --> Chembur
P13902	Seawoods-Darave --> Mankhurd
P13903	Cotton Green --> Guru Tegh Bahadur Nagar
P13904	Sewri --> Guru Tegh Bahadur Nagar
P13905	CBD Belapur --> Juinagar
P13906	Vashi --> Guru Tegh Bahadur Nagar
P13907	Juinagar --> Chhatrapati Shivaji Terminus
P13908	Kharghar --> Chembur
P13909	Govandi --> Chunabhatti
P13910	Kharghar --> Mankhurd
P13911	Sanpada --> Chhatrapati Shivaji Terminus
P13912	Govandi --> Vashi
P13913	Sandhurst Road --> Chhatrapati Shivaji Terminus
P13914	Mankhurd --> Panvel
P13915	Chunabhatti --> Sandhurst Road
P13916	Cotton Green --> Tilak Nagar
P13917	Sanpada --> Wadala Road
P13918	Juinagar --> Tilak Nagar
P13919	CBD Belapur --> Sewri
P13920	Panvel --> Cotton Green
P13921	Sanpada --> Cotton Green
P13922	Nerul --> Chunabhatti
P13923	Sanpada --> Kurla
P13924	Mansarovar --> Chunabhatti
P13925	Kurla --> Reay Road
P13926	Seawoods-Darave --> CBD Belapur
P13927	Sanpada --> Khandeshwar
P13928	Sewri --> Khandeshwar
P13929	Nerul --> Sanpada
P13930	Dockyard Road --> Nerul
P13931	Juinagar --> Sewri
P13932	Wadala Road --> Seawoods-Darave
P13933	Mansarovar --> Juinagar
P13934	Nerul --> Chunabhatti
P13935	Chunabhatti --> Nerul
P13936	Nerul --> Sewri
P13937	Kurla --> Juinagar
P13938	Juinagar --> Vashi
P13939	Juinagar --> Panvel
P13940	Sandhurst Road --> Chhatrapati Shivaji Terminus
P13941	Vashi --> Wadala Road
P13942	Reay Road --> Sewri
P13943	Seawoods-Darave --> Wadala Road
P13944	Vashi --> Wadala Road
P13945	Vashi --> Mansarovar
P13946	Cotton Green --> Sanpada
P13947	Cotton Green --> Mansarovar
P13948	Nerul --> Vashi
P13949	Dockyard Road --> Cotton Green
P13950	Reay Road --> Sanpada
P13951	Chhatrapati Shivaji Terminus --> Juinagar
P13952	Nerul --> Guru Tegh Bahadur Nagar
P13953	Chembur --> Sewri
P13954	Chunabhatti --> CBD Belapur
P13955	Nerul --> Govandi
P13956	Nerul --> Govandi
P13957	Mankhurd --> Nerul
P13958	Khandeshwar --> Sandhurst Road
P13959	Mankhurd --> Sandhurst Road
P13960	Chembur --> Kurla
P13961	Wadala Road --> Vashi
P13962	Nerul --> Kharghar
P13963	Nerul --> Sandhurst Road
P13964	Mansarovar --> Cotton Green
P13965	Guru Tegh Bahadur Nagar --> Chembur
P13966	Chhatrapati Shivaji Terminus --> Sewri
P13967	Guru Tegh Bahadur Nagar --> Khandeshwar
P13968	Kurla --> Chhatrapati Shivaji Terminus
P13969	Chembur --> Kharghar
P13970	Cotton Green --> Chembur
P13971	Chembur --> Seawoods-Darave
P13972	Mansarovar --> Vashi
P13973	CBD Belapur --> Reay Road
P13974	Kharghar --> Seawoods-Darave
P13975	Mansarovar --> Kurla
P13976	Seawoods-Darave --> Khandeshwar
P13977	Reay Road --> Sandhurst Road
P13978	Panvel --> Guru Tegh Bahadur Nagar
P13979	Govandi --> Sandhurst Road
P13980	Seawoods-Darave --> Wadala Road
P13981	Mankhurd --> Sandhurst Road
P13982	Kharghar --> Panvel
P13983	Seawoods-Darave --> Chunabhatti
P13984	Govandi --> Kharghar
P13985	Mansarovar --> Sandhurst Road
P13986	Govandi --> Wadala Road
P13987	Chembur --> Chhatrapati Shivaji Terminus
P13988	Sanpada --> Chhatrapati Shivaji Terminus
P13989	Cotton Green --> Chhatrapati Shivaji Terminus
P13990	Guru Tegh Bahadur Nagar --> Tilak Nagar
P13991	Cotton Green --> Tilak Nagar
P13992	Govandi --> Sandhurst Road
P13993	Kurla --> Dockyard Road
P13994	Vashi --> Sandhurst Road
P13995	Mankhurd --> Wadala Road
P13996	Chembur --> Guru Tegh Bahadur Nagar
P13997	Tilak Nagar --> Khandeshwar
P13998	Panvel --> Guru Tegh Bahadur Nagar
P13999	Guru Tegh Bahadur Nagar --> Nerul
P14000	Panvel --> Sandhurst Road
P14001	Sandhurst Road --> Mankhurd
P14002	Sewri --> Dockyard Road
P14003	Panvel --> Sewri
P14004	Kurla --> Govandi
P14005	Kurla --> Mansarovar
P14006	Dockyard Road --> Cotton Green
P14007	Chunabhatti --> Vashi
P14008	Juinagar --> Seawoods-Darave
P14009	Chhatrapati Shivaji Terminus --> Juinagar
P14010	Khandeshwar --> Chunabhatti
P14011	Mansarovar --> Guru Tegh Bahadur Nagar
P14012	Khandeshwar --> Dockyard Road
P14013	Tilak Nagar --> Sewri
P14014	Sanpada --> Wadala Road
P14015	Cotton Green --> Seawoods-Darave
P14016	Vashi --> Govandi
P14017	Wadala Road --> Seawoods-Darave
P14018	Mankhurd --> Govandi
P14019	Wadala Road --> Cotton Green
P14020	Khandeshwar --> Sewri
P14021	Kurla --> Chhatrapati Shivaji Terminus
P14022	Mankhurd --> Dockyard Road
P14023	Sandhurst Road --> Dockyard Road
P14024	Guru Tegh Bahadur Nagar --> Dockyard Road
P14025	Nerul --> Dockyard Road
P14026	Chhatrapati Shivaji Terminus --> Reay Road
P14027	Sewri --> CBD Belapur
P14028	Tilak Nagar --> Govandi
P14029	Wadala Road --> Mansarovar
P14030	Kurla --> Wadala Road
P14031	CBD Belapur --> Dockyard Road
P14032	Cotton Green --> Guru Tegh Bahadur Nagar
P14033	CBD Belapur --> Tilak Nagar
P14034	Wadala Road --> Reay Road
P14035	Guru Tegh Bahadur Nagar --> Cotton Green
P14036	Seawoods-Darave --> Wadala Road
P14037	Mansarovar --> Nerul
P14038	Sewri --> Reay Road
P14039	Mankhurd --> Seawoods-Darave
P14040	Sandhurst Road --> Vashi
P14041	Juinagar --> Sandhurst Road
P14042	Panvel --> Seawoods-Darave
P14043	Kurla --> Vashi
P14044	Nerul --> Mansarovar
P14045	Govandi --> Dockyard Road
P14046	Chunabhatti --> Juinagar
P14047	Wadala Road --> Mansarovar
P14048	Chunabhatti --> Wadala Road
P14049	Kurla --> Wadala Road
P14050	Kurla --> Sewri
P14051	Mansarovar --> Chembur
P14052	Sewri --> CBD Belapur
P14053	Juinagar --> Sewri
P14054	Reay Road --> Nerul
P14055	Nerul --> Cotton Green
P14056	Sanpada --> Sewri
P14057	Dockyard Road --> Juinagar
P14058	Sanpada --> Seawoods-Darave
P14059	Reay Road --> Mansarovar
P14060	Sandhurst Road --> Kurla
P14061	Seawoods-Darave --> Nerul
P14062	Chunabhatti --> Khandeshwar
P14063	Juinagar --> Khandeshwar
P14064	Mankhurd --> Nerul
P14065	Chunabhatti --> Sanpada
P14066	Sandhurst Road --> Panvel
P14067	Kurla --> Juinagar
P14068	Nerul --> Govandi
P14069	Reay Road --> Vashi
P14070	Seawoods-Darave --> Sanpada
P14071	Vashi --> Juinagar
P14072	Govandi --> Chembur
P14073	Sewri --> Nerul
P14074	Chembur --> Wadala Road
P14075	Tilak Nagar --> Chembur
P14076	Juinagar --> Panvel
P14077	CBD Belapur --> Seawoods-Darave
P14078	Panvel --> Nerul
P14079	Seawoods-Darave --> Tilak Nagar
P14080	Tilak Nagar --> Khandeshwar
P14081	Tilak Nagar --> Mankhurd
P14082	Tilak Nagar --> Dockyard Road
P14083	Mansarovar --> Vashi
P14084	Chembur --> Kharghar
P14085	Govandi --> Nerul
P14086	Tilak Nagar --> Vashi
P14087	Guru Tegh Bahadur Nagar --> Tilak Nagar
P14088	Seawoods-Darave --> Vashi
P14089	Chembur --> Kharghar
P14090	Reay Road --> Kurla
P14091	Tilak Nagar --> Sanpada
P14092	Tilak Nagar --> Sewri
P14093	Vashi --> Mankhurd
P14094	CBD Belapur --> Reay Road
P14095	Reay Road --> Wadala Road
P14096	Chhatrapati Shivaji Terminus --> Reay Road
P14097	Cotton Green --> Wadala Road
P14098	Sanpada --> Cotton Green
P14099	Dockyard Road --> Mankhurd
P14100	Nerul --> Kharghar
P14101	Sanpada --> Cotton Green
P14102	Sanpada --> Tilak Nagar
P14103	Sandhurst Road --> Guru Tegh Bahadur Nagar
P14104	Guru Tegh Bahadur Nagar --> Mansarovar
P14105	Dockyard Road --> Reay Road
P14106	Mankhurd --> Sandhurst Road
P14107	CBD Belapur --> Mankhurd
P14108	Mansarovar --> Wadala Road
P14109	Kurla --> Govandi
P14110	Chhatrapati Shivaji Terminus --> Cotton Green
P14111	Wadala Road --> Sanpada
P14112	Cotton Green --> Juinagar
P14113	Kurla --> Seawoods-Darave
P14114	Vashi --> Reay Road
P14115	Nerul --> CBD Belapur
P14116	Chembur --> CBD Belapur
P14117	Khandeshwar --> Kharghar
P14118	Kurla --> Reay Road
P14119	Guru Tegh Bahadur Nagar --> Nerul
P14120	Dockyard Road --> Kharghar
P14121	Kurla --> CBD Belapur
P14122	CBD Belapur --> Guru Tegh Bahadur Nagar
P14123	Reay Road --> Chunabhatti
P14124	Sanpada --> Sandhurst Road
P14125	Kurla --> Govandi
P14126	Cotton Green --> Chembur
P14127	Chunabhatti --> Juinagar
P14128	Guru Tegh Bahadur Nagar --> Mansarovar
P14129	Sandhurst Road --> Mansarovar
P14130	CBD Belapur --> Guru Tegh Bahadur Nagar
P14131	Panvel --> Sewri
P14132	Cotton Green --> Govandi
P14133	Tilak Nagar --> Panvel
P14134	Seawoods-Darave --> CBD Belapur
P14135	Khandeshwar --> Sewri
P14136	Nerul --> Reay Road
P14137	Mansarovar --> CBD Belapur
P14138	Mansarovar --> Tilak Nagar
P14139	Kurla --> Vashi
P14140	Chembur --> Dockyard Road
P14141	Wadala Road --> Panvel
P14142	CBD Belapur --> Sandhurst Road
P14143	Govandi --> CBD Belapur
P14144	Kurla --> CBD Belapur
P14145	Dockyard Road --> Chhatrapati Shivaji Terminus
P14146	Reay Road --> Vashi
P14147	Mansarovar --> Khandeshwar
P14148	Mansarovar --> Tilak Nagar
P14149	Sandhurst Road --> Guru Tegh Bahadur Nagar
P14150	Chunabhatti --> CBD Belapur
P14151	Guru Tegh Bahadur Nagar --> Cotton Green
P14152	Nerul --> Govandi
P14153	Cotton Green --> Khandeshwar
P14154	Mankhurd --> Tilak Nagar
P14155	Dockyard Road --> Khandeshwar
P14156	Seawoods-Darave --> Dockyard Road
P14157	Panvel --> Seawoods-Darave
P14158	Nerul --> Chunabhatti
P14159	Reay Road --> Cotton Green
P14160	Chhatrapati Shivaji Terminus --> Mansarovar
P14161	Chhatrapati Shivaji Terminus --> Juinagar
P14162	Cotton Green --> Govandi
P14163	Tilak Nagar --> Kurla
P14164	CBD Belapur --> Sandhurst Road
P14165	Mansarovar --> Nerul
P14166	Guru Tegh Bahadur Nagar --> Vashi
P14167	Wadala Road --> Kharghar
P14168	Sanpada --> Govandi
P14169	Tilak Nagar --> Guru Tegh Bahadur Nagar
P14170	Chunabhatti --> Seawoods-Darave
P14171	Seawoods-Darave --> Chembur
P14172	Juinagar --> Sewri
P14173	Reay Road --> Govandi
P14174	CBD Belapur --> Guru Tegh Bahadur Nagar
P14175	Khandeshwar --> Sanpada
P14176	Khandeshwar --> Chunabhatti
P14177	Sandhurst Road --> Kharghar
P14178	Chhatrapati Shivaji Terminus --> Cotton Green
P14179	Tilak Nagar --> Mankhurd
P14180	Govandi --> Chunabhatti
P14181	Kharghar --> Nerul
P14182	Juinagar --> Guru Tegh Bahadur Nagar
P14183	Sanpada --> Sewri
P14184	Dockyard Road --> CBD Belapur
P14185	Chhatrapati Shivaji Terminus --> Guru Tegh Bahadur Nagar
P14186	Sanpada --> Juinagar
P14187	Sandhurst Road --> Sanpada
P14188	Sewri --> Mankhurd
P14189	Kharghar --> Chembur
P14190	Nerul --> Mankhurd
P14191	Dockyard Road --> Govandi
P14192	Wadala Road --> Reay Road
P14193	CBD Belapur --> Kurla
P14194	Wadala Road --> Seawoods-Darave
P14195	Kurla --> Sandhurst Road
P14196	Seawoods-Darave --> Chhatrapati Shivaji Terminus
P14197	Chunabhatti --> Tilak Nagar
P14198	Kharghar --> Mansarovar
P14199	Seawoods-Darave --> Sewri
P14200	Chembur --> Sewri
P14201	Kurla --> Sewri
P14202	Reay Road --> Khandeshwar
P14203	Chunabhatti --> Guru Tegh Bahadur Nagar
P14204	Mansarovar --> Seawoods-Darave
P14205	Dockyard Road --> Chembur
P14206	Sanpada --> Nerul
P14207	Chunabhatti --> Cotton Green
P14208	Chhatrapati Shivaji Terminus --> Wadala Road
P14209	Dockyard Road --> Sewri
P14210	Panvel --> Guru Tegh Bahadur Nagar
P14211	CBD Belapur --> Seawoods-Darave
P14212	Cotton Green --> Guru Tegh Bahadur Nagar
P14213	Mansarovar --> Seawoods-Darave
P14214	Sewri --> Panvel
P14215	Tilak Nagar --> Wadala Road
P14216	CBD Belapur --> Kurla
P14217	Govandi --> Wadala Road
P14218	Kharghar --> Cotton Green
P14219	Guru Tegh Bahadur Nagar --> Reay Road
P14220	Juinagar --> Wadala Road
P14221	Nerul --> Dockyard Road
P14222	Seawoods-Darave --> Govandi
P14223	Chembur --> Mankhurd
P14224	Cotton Green --> Chunabhatti
P14225	Govandi --> Vashi
P14226	Tilak Nagar --> Chunabhatti
P14227	Mansarovar --> Kurla
P14228	Nerul --> Panvel
P14229	Guru Tegh Bahadur Nagar --> Mansarovar
P14230	Chhatrapati Shivaji Terminus --> Dockyard Road
P14231	Chhatrapati Shivaji Terminus --> Khandeshwar
P14232	Cotton Green --> Nerul
P14233	Mansarovar --> Seawoods-Darave
P14234	Seawoods-Darave --> Chhatrapati Shivaji Terminus
P14235	Seawoods-Darave --> Mansarovar
P14236	Vashi --> Chunabhatti
P14237	Cotton Green --> Govandi
P14238	Chunabhatti --> Sanpada
P14239	Panvel --> CBD Belapur
P14240	Wadala Road --> Kurla
P14241	Reay Road --> Chembur
P14242	Kharghar --> Dockyard Road
P14243	Sandhurst Road --> Kharghar
P14244	Chhatrapati Shivaji Terminus --> Sandhurst Road
P14245	Kharghar --> Dockyard Road
P14246	Chembur --> Panvel
P14247	Chunabhatti --> Chhatrapati Shivaji Terminus
P14248	Tilak Nagar --> Sewri
P14249	Chhatrapati Shivaji Terminus --> Kharghar
P14250	Chunabhatti --> Khandeshwar
P14251	Sanpada --> Panvel
P14252	Kharghar --> Tilak Nagar
P14253	Sanpada --> Kurla
P14254	Nerul --> Cotton Green
P14255	Mankhurd --> Reay Road
P14256	Juinagar --> Tilak Nagar
P14257	Guru Tegh Bahadur Nagar --> Panvel
P14258	Govandi --> Guru Tegh Bahadur Nagar
P14259	Govandi --> Kurla
P14260	Juinagar --> Vashi
P14261	Wadala Road --> Dockyard Road
P14262	Reay Road --> Seawoods-Darave
P14263	Chunabhatti --> Cotton Green
P14264	Seawoods-Darave --> Panvel
P14265	Juinagar --> Chhatrapati Shivaji Terminus
P14266	Chhatrapati Shivaji Terminus --> Vashi
P14267	Sewri --> Kurla
P14268	Tilak Nagar --> Mansarovar
P14269	Govandi --> Cotton Green
P14270	Cotton Green --> Dockyard Road
P14271	Panvel --> Mansarovar
P14272	Juinagar --> Kharghar
P14273	Kurla --> Mansarovar
P14274	Reay Road --> Cotton Green
P14275	Guru Tegh Bahadur Nagar --> Kharghar
P14276	Nerul --> Sanpada
P14277	Dockyard Road --> Kharghar
P14278	Sandhurst Road --> Reay Road
P14279	Sandhurst Road --> Tilak Nagar
P14280	Dockyard Road --> CBD Belapur
P14281	Cotton Green --> Juinagar
P14282	Sewri --> Nerul
P14283	Mankhurd --> Panvel
P14284	Govandi --> Guru Tegh Bahadur Nagar
P14285	Sandhurst Road --> Chembur
P14286	Cotton Green --> Tilak Nagar
P14287	Tilak Nagar --> Cotton Green
P14288	Mansarovar --> Govandi
P14289	Panvel --> Mankhurd
P14290	Mansarovar --> Kurla
P14291	Wadala Road --> Mansarovar
P14292	Guru Tegh Bahadur Nagar --> Juinagar
P14293	Sewri --> Sanpada
P14294	Vashi --> Mankhurd
P14295	Chunabhatti --> Reay Road
P14296	Kurla --> Mankhurd
P14297	Dockyard Road --> Sanpada
P14298	Cotton Green --> Mankhurd
P14299	Sanpada --> Sandhurst Road
P14300	Wadala Road --> Chhatrapati Shivaji Terminus
P14301	Reay Road --> Mansarovar
P14302	Sandhurst Road --> Kharghar
P14303	CBD Belapur --> Sanpada
P14304	Sewri --> Guru Tegh Bahadur Nagar
P14305	Wadala Road --> Chunabhatti
P14306	Sandhurst Road --> Sanpada
P14307	Panvel --> Govandi
P14308	Kharghar --> Chembur
P14309	Juinagar --> Kharghar
P14310	Seawoods-Darave --> Sandhurst Road
P14311	Kurla --> Chembur
P14312	Seawoods-Darave --> Kharghar
P14313	Wadala Road --> Khandeshwar
P14314	Govandi --> Sandhurst Road
P14315	Wadala Road --> Mansarovar
P14316	Chunabhatti --> Guru Tegh Bahadur Nagar
P14317	Chhatrapati Shivaji Terminus --> Kurla
P14318	Kurla --> Chhatrapati Shivaji Terminus
P14319	Chunabhatti --> Kurla
P14320	Kurla --> Juinagar
P14321	Wadala Road --> Mankhurd
P14322	Vashi --> Seawoods-Darave
P14323	Guru Tegh Bahadur Nagar --> Wadala Road
P14324	Tilak Nagar --> Nerul
P14325	Khandeshwar --> Chhatrapati Shivaji Terminus
P14326	Juinagar --> Seawoods-Darave
P14327	Reay Road --> Sewri
P14328	Dockyard Road --> Reay Road
P14329	Reay Road --> Guru Tegh Bahadur Nagar
P14330	Juinagar --> Chhatrapati Shivaji Terminus
P14331	Juinagar --> Sandhurst Road
P14332	Guru Tegh Bahadur Nagar --> Dockyard Road
P14333	Sanpada --> Kharghar
P14334	Panvel --> Chunabhatti
P14335	Vashi --> Kharghar
P14336	Nerul --> Sewri
P14337	Seawoods-Darave --> Nerul
P14338	Reay Road --> Chhatrapati Shivaji Terminus
P14339	Dockyard Road --> Guru Tegh Bahadur Nagar
P14340	Guru Tegh Bahadur Nagar --> CBD Belapur
P14341	Wadala Road --> Sewri
P14342	Nerul --> Mankhurd
P14343	Khandeshwar --> Sanpada
